WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm17602	Bm_v4_Chr3_scaffold_001	2000465	2001445	1	WBGene00268745
Bm17603	Bm_v4_Chr3_scaffold_001	2039319	2040350	-1	WBGene00268746
Bm17604	Bm_v4_Chr3_scaffold_001	2159276	2160281	1	WBGene00268747
Bm17605	Bm_v4_Chr3_scaffold_001	2290361	2292330	1	WBGene00268748
Bm17606	Bm_v4_Chr3_scaffold_001	2305357	2307145	-1	WBGene00268749
Bm17608	Bm_v4_Chr3_scaffold_001	2336060	2337872	1	WBGene00268750
Bm17609	Bm_v4_Chr3_scaffold_001	2885245	2885854	1	WBGene00268751
Bm17610	Bm_v4_Chr3_scaffold_001	3065591	3067235	-1	WBGene00268752
Bm17611	Bm_v4_Chr3_scaffold_001	3083384	3085533	1	WBGene00268753
Bm17612	Bm_v4_Chr3_scaffold_001	3085703	3090911	-1	WBGene00268754
Bm17613	Bm_v4_Chr3_scaffold_001	3151123	3151929	1	WBGene00268755
Bm17614	Bm_v4_Chr3_scaffold_001	3250160	3252074	1	WBGene00268756
Bm17615	Bm_v4_Chr3_scaffold_001	3267163	3271096	1	WBGene00268757
Bm17616	Bm_v4_Chr3_scaffold_001	3273017	3273686	1	WBGene00268758
Bm17617	Bm_v4_Chr3_scaffold_001	3382741	3384847	1	WBGene00268759
Bm17618	Bm_v4_Chr3_scaffold_001	3386900	3388508	-1	WBGene00268760
Bm17619	Bm_v4_Chr3_scaffold_001	3390062	3391972	1	WBGene00268761
Bm17620	Bm_v4_Chr3_scaffold_001	3608145	3609196	-1	WBGene00268762
Bm17622	Bm_v4_Chr3_scaffold_001	4413362	4416392	1	WBGene00268764
Bm17623	Bm_v4_Chr3_scaffold_001	4507386	4508895	-1	WBGene00268765
Bm17624	Bm_v4_Chr3_scaffold_001	4550672	4551804	-1	WBGene00268766
Bm17625	Bm_v4_Chr3_scaffold_001	4709037	4712443	1	WBGene00268767
Bm17626	Bm_v4_Chr3_scaffold_001	4716568	4718355	1	WBGene00268768
Bm17627	Bm_v4_Chr3_scaffold_001	4743392	4744372	-1	WBGene00268769
Bm17628	Bm_v4_Chr3_scaffold_001	4745624	4748215	-1	WBGene00268770
Bm17629	Bm_v4_Chr3_scaffold_001	4754890	4758301	1	WBGene00268771
Bm17630	Bm_v4_Chr3_scaffold_001	4761680	4764649	1	WBGene00268772
Bm17631	Bm_v4_Chr3_scaffold_001	4776007	4777623	1	WBGene00268773
Bm17632	Bm_v4_Chr3_scaffold_001	4779805	4780964	-1	WBGene00268774
Bm17633	Bm_v4_Chr3_scaffold_001	4785166	4788509	-1	WBGene00268775
Bm17634	Bm_v4_Chr3_scaffold_001	4933216	4934657	-1	WBGene00268776
Bm17635	Bm_v4_Chr3_scaffold_001	5061533	5062171	-1	WBGene00268777
Bm17636	Bm_v4_Chr3_scaffold_001	5304935	5307180	1	WBGene00268778
Bm17637	Bm_v4_Chr3_scaffold_001	5740450	5748259	1	WBGene00268779
Bm17638	Bm_v4_Chr3_scaffold_001	5774088	5775331	-1	WBGene00268780
Bm17639	Bm_v4_Chr3_scaffold_001	5997976	5999188	1	WBGene00268781
Bm17640	Bm_v4_Chr3_scaffold_001	6216915	6217151	1	WBGene00268782
Bm17642	Bm_v4_Chr3_scaffold_001	6824452	6826875	1	WBGene00268784
Bm17643	Bm_v4_Chr3_scaffold_001	6869662	6870489	-1	WBGene00268785
Bm17645	Bm_v4_Chr3_scaffold_001	8110436	8110816	-1	WBGene00268787
Bm17646	Bm_v4_Chr3_scaffold_001	8397155	8398785	-1	WBGene00268788
Bm17647	Bm_v4_Chr3_scaffold_001	8708392	8708601	1	WBGene00268789
Bm17648	Bm_v4_Chr3_scaffold_001	8730233	8736641	-1	WBGene00268790
Bm17649	Bm_v4_Chr3_scaffold_001	8969841	8970357	-1	WBGene00268791
Bm17650	Bm_v4_Chr3_scaffold_001	9025220	9025517	1	WBGene00268792
Bm17651	Bm_v4_Chr3_scaffold_001	9094105	9098401	1	WBGene00268793
Bm17652	Bm_v4_Chr3_scaffold_001	9705697	9706425	1	WBGene00268794
Bm17653	Bm_v4_Chr3_scaffold_001	9737804	9738226	-1	WBGene00268795
Bm17654	Bm_v4_Chr3_scaffold_001	10026094	10027156	-1	WBGene00268796
Bm17655	Bm_v4_Chr3_scaffold_001	10092905	10094432	-1	WBGene00268797
Bm17656	Bm_v4_Chr3_scaffold_001	10116411	10127040	1	WBGene00268798
Bm17657	Bm_v4_Chr3_scaffold_001	10149852	10156646	-1	WBGene00268799
Bm17658	Bm_v4_Chr3_scaffold_001	10424185	10430774	1	WBGene00268800
Bm17659	Bm_v4_Chr3_scaffold_001	10480335	10480698	1	WBGene00268801
Bm17660	Bm_v4_Chr3_scaffold_001	10558746	10564112	1	WBGene00268802
Bm17661	Bm_v4_Chr3_scaffold_001	10570976	10573066	1	WBGene00268803
Bm17662	Bm_v4_Chr3_scaffold_001	10578354	10581292	1	WBGene00268804
Bm17663	Bm_v4_Chr3_scaffold_001	11001952	11005046	-1	WBGene00268805
Bm17664	Bm_v4_Chr3_scaffold_001	11063735	11063986	-1	WBGene00268806
Bm17665	Bm_v4_Chr3_scaffold_001	11081196	11083649	1	WBGene00268807
Bm17666	Bm_v4_Chr3_scaffold_001	11202618	11208217	-1	WBGene00268808
Bm17667	Bm_v4_Chr3_scaffold_001	11221810	11224778	1	WBGene00268809
Bm17668	Bm_v4_Chr3_scaffold_001	11426150	11430768	1	WBGene00268810
Bm17669	Bm_v4_Chr3_scaffold_001	11515045	11515494	1	WBGene00268811
Bm17670	Bm_v4_Chr3_scaffold_001	11627785	11632984	1	WBGene00268812
Bm17671	Bm_v4_Chr3_scaffold_001	11702336	11705446	1	WBGene00268813
Bm17672	Bm_v4_Chr3_scaffold_001	11761656	11764173	-1	WBGene00268814
Bm17673	Bm_v4_Chr3_scaffold_001	11827532	11828463	-1	WBGene00268815
Bm17674	Bm_v4_Chr3_scaffold_001	12049051	12053915	1	WBGene00268816
Bm17675	Bm_v4_Chr3_scaffold_001	12100814	12102233	1	WBGene00268817
Bm17676	Bm_v4_Chr3_scaffold_001	12111507	12112650	1	WBGene00268818
Bm17677	Bm_v4_Chr3_scaffold_001	12121721	12123439	1	WBGene00268819
Bm17678	Bm_v4_Chr3_scaffold_001	12174630	12176314	1	WBGene00268820
Bm17679	Bm_v4_Chr3_scaffold_001	12185461	12186764	-1	WBGene00268821
Bm17680	Bm_v4_Chr3_scaffold_001	12193759	12194733	1	WBGene00268822
Bm17681	Bm_v4_Chr3_scaffold_001	12403218	12405296	1	WBGene00268823
Bm17683	Bm_v4_Chr3_scaffold_001	12700998	12701780	-1	WBGene00268825
Bm17684	Bm_v4_Chr3_scaffold_001	12757395	12758994	-1	WBGene00268826
Bm17686	Bm_v4_Chr3_scaffold_001	13165817	13169121	-1	WBGene00268828
Bm17687	Bm_v4_Chr3_scaffold_001	13251524	13254294	1	WBGene00268829
Bm17688	Bm_v4_Chr3_scaffold_001	13609692	13615685	1	WBGene00268830
Bm17689	Bm_v4_Chr3_scaffold_001	13619382	13623609	-1	WBGene00268831
Bm17690	Bm_v4_Chr3_scaffold_001	13633703	13634137	-1	WBGene00268832
Bm17691	Bm_v4_Chr3_scaffold_001	13666293	13667838	1	WBGene00268833
Bm17692	Bm_v4_Chr3_scaffold_001	13775825	13777242	1	WBGene00268834
Bm17694	Bm_v4_Chr3_scaffold_001	13899093	13899955	-1	WBGene00268836
Bm17695	Bm_v4_Chr3_scaffold_001	13902071	13904576	-1	WBGene00268837
Bm17697	Bm_v4_Chr4_scaffold_001	16148	16760	-1	WBGene00268839
Bm17698	Bm_v4_Chr4_scaffold_001	85922	86488	1	WBGene00268840
Bm17699	Bm_v4_Chr4_scaffold_001	171981	173504	-1	WBGene00268841
Bm17700	Bm_v4_Chr4_scaffold_001	423213	424690	-1	WBGene00268842
Bm17701	Bm_v4_Chr4_scaffold_001	522140	526687	1	WBGene00268843
Bm17702	Bm_v4_Chr4_scaffold_001	587970	589143	1	WBGene00268844
Bm17703	Bm_v4_Chr4_scaffold_001	591435	591921	1	WBGene00268845
Bm17704	Bm_v4_Chr4_scaffold_001	623245	625727	-1	WBGene00268846
Bm17705	Bm_v4_Chr4_scaffold_001	653441	657121	-1	WBGene00268847
Bm17706	Bm_v4_Chr4_scaffold_001	700785	701302	-1	WBGene00268848
Bm17707	Bm_v4_Chr4_scaffold_001	704276	709330	-1	WBGene00268849
Bm17708	Bm_v4_Chr4_scaffold_001	757599	758163	1	WBGene00268850
Bm17709	Bm_v4_Chr4_scaffold_001	906546	908223	-1	WBGene00268851
Bm17710	Bm_v4_Chr4_scaffold_001	979465	981409	1	WBGene00268852
Bm17711	Bm_v4_Chr4_scaffold_001	987079	991813	1	WBGene00268853
Bm17712	Bm_v4_Chr4_scaffold_001	1085342	1087219	-1	WBGene00268854
Bm17713	Bm_v4_Chr4_scaffold_001	1120751	1136295	1	WBGene00268855
Bm17714	Bm_v4_Chr4_scaffold_001	1295104	1295368	-1	WBGene00268856
Bm17715	Bm_v4_Chr4_scaffold_001	1356910	1359362	-1	WBGene00268857
Bm17716	Bm_v4_Chr4_scaffold_001	1846710	1847065	-1	WBGene00268858
Bm17717	Bm_v4_Chr4_scaffold_001	1847093	1847745	-1	WBGene00268859
Bm17718	Bm_v4_Chr4_scaffold_001	1911335	1912856	-1	WBGene00268860
Bm17719	Bm_v4_Chr4_scaffold_001	1918796	1920215	-1	WBGene00268861
Bm17720	Bm_v4_Chr4_scaffold_001	2033995	2035920	1	WBGene00268862
Bm17721	Bm_v4_Chr4_scaffold_001	2089422	2091918	-1	WBGene00268863
Bm17722	Bm_v4_Chr4_scaffold_001	2142457	2142971	1	WBGene00268864
Bm17723	Bm_v4_Chr4_scaffold_001	2148254	2149123	-1	WBGene00268865
Bm17724	Bm_v4_Chr4_scaffold_001	2218398	2219808	-1	WBGene00268866
Bm17725	Bm_v4_Chr4_scaffold_001	2544065	2544558	1	WBGene00268867
Bm17726	Bm_v4_Chr4_scaffold_001	2577109	2577606	-1	WBGene00268868
Bm17727	Bm_v4_Chr4_scaffold_001	2607307	2609224	-1	WBGene00268869
Bm17728	Bm_v4_Chr4_scaffold_001	2620038	2621996	1	WBGene00268870
Bm17729	Bm_v4_Chr4_scaffold_001	2627288	2628716	-1	WBGene00268871
Bm17730	Bm_v4_Chr4_scaffold_001	2635870	2637432	1	WBGene00268872
Bm17732	Bm_v4_Chr4_scaffold_001	3009959	3010625	1	WBGene00268874
Bm17733	Bm_v4_Chr4_scaffold_001	3121709	3122120	1	WBGene00268875
Bm17734	Bm_v4_Chr4_scaffold_001	3161968	3162675	1	WBGene00268876
Bm17735	Bm_v4_Chr4_scaffold_001	3162799	3166625	1	WBGene00268877
Bm17736	Bm_v4_Chr4_scaffold_001	3208825	3212101	-1	WBGene00268878
Bm17737	Bm_v4_Chr4_scaffold_001	3228657	3229742	1	WBGene00268879
Bm17738	Bm_v4_Chr4_scaffold_001	3275974	3277233	-1	WBGene00268880
Bm17739	Bm_v4_Chr4_scaffold_001	3397013	3397703	1	WBGene00268881
Bm17740	Bm_v4_Chr4_scaffold_001	3427821	3429327	-1	WBGene00268882
Bm17741	Bm_v4_Chr4_scaffold_001	3453743	3460314	-1	WBGene00268883
Bm17742	Bm_v4_Chr4_scaffold_001	3461601	3462251	-1	WBGene00268884
Bm17743	Bm_v4_Chr4_scaffold_001	3579067	3584238	-1	WBGene00268885
Bm17744	Bm_v4_Chr4_scaffold_001	3601282	3601751	1	WBGene00268886
Bm17745	Bm_v4_Chr4_scaffold_001	3724174	3730434	1	WBGene00268887
Bm17746	Bm_v4_Chr4_scaffold_001	3759046	3759757	-1	WBGene00268888
Bm17747	Bm_v4_Chr4_scaffold_001	3761596	3763448	1	WBGene00268889
Bm17748	Bm_v4_Chr4_scaffold_001	3875457	3875902	1	WBGene00268890
Bm17749	Bm_v4_Chr4_scaffold_001	3886739	3888270	1	WBGene00268891
Bm17750	Bm_v4_Chr4_scaffold_001	4336729	4337133	1	WBGene00268892
Bm17751	Bm_v4_Chr4_scaffold_001	4474359	4475804	1	WBGene00268893
Bm17752	Bm_v4_Chr4_scaffold_001	4565426	4565857	-1	WBGene00268894
Bm17753	Bm_v4_Chr4_scaffold_001	4670470	4670736	-1	WBGene00268895
Bm17754	Bm_v4_Chr4_scaffold_001	4986989	4992519	-1	WBGene00268896
Bm17755	Bm_v4_Chr4_scaffold_001	4992688	4994369	-1	WBGene00268897
Bm17756	Bm_v4_Chr4_scaffold_001	4995784	4998061	-1	WBGene00268898
Bm17757	Bm_v4_Chr4_scaffold_001	5292807	5293137	-1	WBGene00268899
Bm17758	Bm_v4_Chr4_scaffold_001	5459621	5460900	-1	WBGene00268900
Bm17759	Bm_v4_Chr4_scaffold_001	5736257	5736758	-1	WBGene00268901
Bm17760	Bm_v4_Chr4_scaffold_001	5736862	5737553	-1	WBGene00268902
Bm17761	Bm_v4_Chr4_scaffold_001	5779581	5779877	1	WBGene00268903
Bm17762	Bm_v4_Chr4_scaffold_001	5860129	5860600	1	WBGene00268904
Bm17763	Bm_v4_Chr4_scaffold_001	6045183	6045695	-1	WBGene00268905
Bm17764	Bm_v4_Chr4_scaffold_001	6111289	6115051	1	WBGene00268906
Bm17765	Bm_v4_Chr4_scaffold_001	7304029	7304839	1	WBGene00268907
Bm17766	Bm_v4_Chr4_scaffold_001	7622215	7627465	-1	WBGene00268908
Bm17767	Bm_v4_Chr4_scaffold_001	7707303	7707975	1	WBGene00268909
Bm17768	Bm_v4_Chr4_scaffold_001	7757595	7761184	1	WBGene00268910
Bm17769	Bm_v4_Chr4_scaffold_001	8125097	8126073	1	WBGene00268911
Bm17770	Bm_v4_Chr4_scaffold_001	8524972	8526224	1	WBGene00268912
Bm17771	Bm_v4_Chr4_scaffold_001	8533490	8534685	-1	WBGene00268913
Bm17772	Bm_v4_Chr4_scaffold_001	8537161	8537773	-1	WBGene00268914
Bm17773	Bm_v4_Chr4_scaffold_001	8638302	8641161	1	WBGene00268915
Bm17774	Bm_v4_Chr4_scaffold_001	8667172	8668782	-1	WBGene00268916
Bm17775	Bm_v4_Chr4_scaffold_001	8711684	8713518	1	WBGene00268917
Bm17778	Bm_v4_Chr4_scaffold_001	9330546	9335060	-1	WBGene00268920
Bm17779	Bm_v4_Chr4_scaffold_001	9338914	9339883	1	WBGene00268921
Bm17780	Bm_v4_Chr4_scaffold_001	9363968	9365031	1	WBGene00268922
Bm17781	Bm_v4_Chr4_scaffold_001	9367306	9371527	-1	WBGene00268923
Bm17782	Bm_v4_Chr4_scaffold_001	9375502	9379977	-1	WBGene00268924
Bm17783	Bm_v4_Chr4_scaffold_001	9423365	9428875	1	WBGene00268925
Bm17784	Bm_v4_Chr4_scaffold_001	9456690	9461883	-1	WBGene00268926
Bm17785	Bm_v4_Chr4_scaffold_001	9466376	9468875	1	WBGene00268927
Bm17786	Bm_v4_Chr4_scaffold_001	9470008	9473534	-1	WBGene00268928
Bm17787	Bm_v4_Chr4_scaffold_001	9491809	9501933	-1	WBGene00268929
Bm17788	Bm_v4_Chr4_scaffold_001	9504322	9505701	-1	WBGene00268930
Bm17789	Bm_v4_Chr4_scaffold_001	9566799	9568571	-1	WBGene00268931
Bm17791	Bm_v4_Chr4_scaffold_001	9723863	9725506	-1	WBGene00268933
Bm17792	Bm_v4_Chr4_scaffold_001	9730097	9731415	-1	WBGene00268934
Bm17793	Bm_v4_Chr4_scaffold_001	9755002	9757028	1	WBGene00268935
Bm17794	Bm_v4_Chr4_scaffold_001	9840822	9841320	-1	WBGene00268936
Bm17795	Bm_v4_Chr4_scaffold_001	9870331	9875268	-1	WBGene00268937
Bm17796	Bm_v4_Chr4_scaffold_001	9953489	9960022	1	WBGene00268938
Bm17797	Bm_v4_Chr4_scaffold_001	10062931	10065326	-1	WBGene00268939
Bm17798	Bm_v4_Chr4_scaffold_001	10106077	10108576	-1	WBGene00268940
Bm17799	Bm_v4_Chr4_scaffold_001	10111877	10112766	1	WBGene00268941
Bm17800	Bm_v4_Chr4_scaffold_001	10155872	10156529	1	WBGene00268942
Bm17801	Bm_v4_Chr4_scaffold_001	10200203	10205302	1	WBGene00268943
Bm17803	Bm_v4_Chr4_scaffold_001	10386020	10388741	-1	WBGene00268945
Bm17804	Bm_v4_Chr4_scaffold_001	10391368	10411159	1	WBGene00268946
Bm17805	Bm_v4_Chr4_scaffold_001	10416257	10418541	1	WBGene00268947
Bm17806	Bm_v4_Chr4_scaffold_001	10426119	10427168	1	WBGene00268948
Bm17807	Bm_v4_Chr4_scaffold_001	10427261	10429295	1	WBGene00268949
Bm17808	Bm_v4_Chr4_scaffold_001	10434125	10438719	1	WBGene00268950
Bm17809	Bm_v4_Chr4_scaffold_001	10439656	10446619	1	WBGene00268951
Bm17810	Bm_v4_Chr4_scaffold_001	10449110	10455255	-1	WBGene00268952
Bm17812	Bm_v4_Chr4_scaffold_001	10487592	10493407	-1	WBGene00268954
Bm17813	Bm_v4_Chr4_scaffold_001	10497329	10507495	-1	WBGene00268955
Bm17814	Bm_v4_Chr4_scaffold_001	10694620	10695344	1	WBGene00268956
Bm17815	Bm_v4_Chr4_scaffold_001	10696518	10697519	-1	WBGene00268957
Bm17816	Bm_v4_Chr4_scaffold_001	10822431	10824158	-1	WBGene00268958
Bm17817	Bm_v4_Chr4_scaffold_001	10871787	10872777	-1	WBGene00268959
Bm17818	Bm_v4_Chr4_scaffold_001	10971484	10974393	-1	WBGene00268960
Bm17819	Bm_v4_Chr4_scaffold_001	11005625	11007896	1	WBGene00268961
Bm17820	Bm_v4_Chr4_scaffold_001	11077199	11081504	-1	WBGene00268962
Bm17821	Bm_v4_Chr4_scaffold_001	11081888	11088383	1	WBGene00268963
Bm17822	Bm_v4_Chr4_scaffold_001	11091066	11092822	-1	WBGene00268964
Bm17823	Bm_v4_Chr4_scaffold_001	11094754	11096164	1	WBGene00268965
Bm17825	Bm_v4_Chr4_scaffold_001	11208984	11211255	-1	WBGene00268967
Bm17826	Bm_v4_Chr4_scaffold_001	11334143	11334419	-1	WBGene00268968
Bm17827	Bm_v4_Chr4_scaffold_001	11499334	11513660	1	WBGene00268969
Bm17828	Bm_v4_Chr4_scaffold_001	11705557	11708735	1	WBGene00268970
Bm17829	Bm_v4_Chr4_scaffold_001	11745196	11748147	1	WBGene00268971
Bm17830	Bm_v4_Chr4_scaffold_001	11772461	11778874	-1	WBGene00268972
Bm17831	Bm_v4_Chr4_scaffold_001	12256969	12257431	-1	WBGene00268973
Bm17832	Bm_v4_Chr4_scaffold_001	12300729	12301472	-1	WBGene00268974
Bm17833	Bm_v4_Chr4_scaffold_001	12349688	12351555	-1	WBGene00268975
Bm17834	Bm_v4_Chr4_scaffold_001	12524397	12527361	1	WBGene00268976
Bm17835	Bm_v4_Chr4_scaffold_001	12598955	12600131	1	WBGene00268977
Bm17836	Bm_v4_Chr4_scaffold_001	12605406	12607034	1	WBGene00268978
Bm17837	Bm_v4_Chr4_scaffold_001	12609522	12609955	-1	WBGene00268979
Bm17838	Bm_v4_Chr4_scaffold_001	12610005	12611014	-1	WBGene00268980
Bm17839	Bm_v4_Chr4_scaffold_001	12653833	12656098	1	WBGene00268981
Bm17840	Bm_v4_Chr4_scaffold_001	12693414	12703743	-1	WBGene00268982
Bm17841	Bm_v4_Chr4_scaffold_001	12703804	12717574	1	WBGene00268983
Bm17843	Bm_v4_Chr4_scaffold_001	12729784	12730966	1	WBGene00268985
Bm17844	Bm_v4_Chr4_scaffold_001	12856929	12860357	1	WBGene00268986
Bm17845	Bm_v4_Chr4_scaffold_001	12910104	12917100	1	WBGene00268987
Bm17847	Bm_v4_Chr4_scaffold_001	12943332	12945266	1	WBGene00268989
Bm17848	Bm_v4_Chr4_scaffold_001	12962929	12964750	1	WBGene00268990
Bm17849	Bm_v4_Chr4_scaffold_001	13024949	13026429	-1	WBGene00268991
Bm17850	Bm_v4_Chr4_scaffold_001	13028022	13029222	-1	WBGene00268992
Bm17851	Bm_v4_Chr4_scaffold_001	13032537	13033595	-1	WBGene00268993
Bm17852	Bm_v4_Chr4_scaffold_001	13039081	13040207	1	WBGene00268994
Bm17853	Bm_v4_Chr4_scaffold_001	13132499	13133091	1	WBGene00268995
Bm17854	Bm_v4_Chr4_scaffold_001	13203117	13204628	-1	WBGene00268996
Bm17855	Bm_v4_Chr4_scaffold_001	13282611	13288013	-1	WBGene00268997
Bm17856	Bm_v4_Chr4_scaffold_001	13317681	13321645	-1	WBGene00268998
Bm17857	Bm_v4_Chr4_scaffold_001	13386750	13390336	1	WBGene00268999
Bm17858	Bm_v4_Chr4_scaffold_001	13390387	13397866	-1	WBGene00269000
Bm17859	Bm_v4_Chr4_scaffold_001	13398741	13399309	1	WBGene00269001
Bm17860	Bm_v4_Chr4_scaffold_001	13402671	13403001	-1	WBGene00269002
Bm17861	Bm_v4_Chr4_scaffold_001	13408974	13409424	1	WBGene00269003
Bm17863	Bm_v4_Chr4_scaffold_001	13418399	13419611	-1	WBGene00269005
Bm17864	Bm_v4_Chr4_scaffold_001	13423364	13424506	-1	WBGene00269006
Bm17865	Bm_v4_Chr4_scaffold_001	13426586	13429859	-1	WBGene00269007
Bm17868	Bm_v4_Chr4_scaffold_001	13450024	13465590	1	WBGene00269010
Bm17869	Bm_v4_ChrX_scaffold_001	16413	17162	1	WBGene00269011
Bm17870	Bm_v4_ChrX_scaffold_001	141328	141869	1	WBGene00269012
Bm17871	Bm_v4_ChrX_scaffold_001	143374	144272	-1	WBGene00269013
Bm17872	Bm_v4_ChrX_scaffold_001	144471	145938	1	WBGene00269014
Bm17873	Bm_v4_ChrX_scaffold_001	174856	175619	-1	WBGene00269015
Bm17874	Bm_v4_ChrX_scaffold_001	324403	339459	1	WBGene00269016
Bm17875	Bm_v4_ChrX_scaffold_001	341739	344977	-1	WBGene00269017
Bm17876	Bm_v4_ChrX_scaffold_001	549021	549372	1	WBGene00269018
Bm17877	Bm_v4_ChrX_scaffold_001	581453	582254	-1	WBGene00269019
Bm17878	Bm_v4_ChrX_scaffold_001	600173	601739	1	WBGene00269020
Bm17879	Bm_v4_ChrX_scaffold_001	602861	604093	1	WBGene00269021
Bm17880	Bm_v4_ChrX_scaffold_001	620770	621558	-1	WBGene00269022
Bm17881	Bm_v4_ChrX_scaffold_001	837592	838121	-1	WBGene00269023
Bm17883	Bm_v4_ChrX_scaffold_001	1072323	1073442	-1	WBGene00269025
Bm17884	Bm_v4_ChrX_scaffold_001	1074831	1075341	1	WBGene00269026
Bm17885	Bm_v4_ChrX_scaffold_001	1077669	1087018	-1	WBGene00269027
Bm17886	Bm_v4_ChrX_scaffold_001	1248593	1249236	1	WBGene00269028
Bm17888	Bm_v4_ChrX_scaffold_001	1266467	1267577	1	WBGene00269030
Bm17889	Bm_v4_ChrX_scaffold_001	1362486	1363953	-1	WBGene00269031
Bm17890	Bm_v4_ChrX_scaffold_001	1364116	1364615	1	WBGene00269032
Bm17891	Bm_v4_ChrX_scaffold_001	1383947	1389388	1	WBGene00269033
Bm17892	Bm_v4_ChrX_scaffold_001	1431429	1433698	-1	WBGene00269034
Bm17893	Bm_v4_ChrX_scaffold_001	1616471	1619542	1	WBGene00269035
Bm17894	Bm_v4_ChrX_scaffold_001	1622328	1623035	-1	WBGene00269036
Bm17895	Bm_v4_ChrX_scaffold_001	1726919	1733045	1	WBGene00269037
Bm17896	Bm_v4_ChrX_scaffold_001	1759684	1764351	1	WBGene00269038
Bm17897	Bm_v4_ChrX_scaffold_001	1798580	1802929	-1	WBGene00269039
Bm17898	Bm_v4_ChrX_scaffold_001	1874050	1875780	-1	WBGene00269040
Bm17899	Bm_v4_ChrX_scaffold_001	1966033	1967939	-1	WBGene00269041
Bm17900	Bm_v4_ChrX_scaffold_001	2226777	2233488	-1	WBGene00269042
Bm17901	Bm_v4_ChrX_scaffold_001	2334520	2335663	-1	WBGene00269043
Bm17902	Bm_v4_ChrX_scaffold_001	2342623	2343202	1	WBGene00269044
Bm17903	Bm_v4_ChrX_scaffold_001	2456524	2459408	1	WBGene00269045
Bm17904	Bm_v4_ChrX_scaffold_001	2460095	2462143	-1	WBGene00269046
Bm17905	Bm_v4_ChrX_scaffold_001	2571466	2573096	-1	WBGene00269047
Bm17906	Bm_v4_ChrX_scaffold_001	2614459	2615757	1	WBGene00269048
Bm17907	Bm_v4_ChrX_scaffold_001	2719343	2719634	-1	WBGene00269049
Bm17908	Bm_v4_ChrX_scaffold_001	2832997	2838376	-1	WBGene00269050
Bm17909	Bm_v4_ChrX_scaffold_001	2834302	2835019	1	WBGene00269051
Bm17910	Bm_v4_ChrX_scaffold_001	2839435	2841174	1	WBGene00269052
Bm17911	Bm_v4_ChrX_scaffold_001	2880162	2880659	1	WBGene00269053
Bm17912	Bm_v4_ChrX_scaffold_001	3644113	3644621	-1	WBGene00269054
Bm17913	Bm_v4_ChrX_scaffold_001	3747297	3747706	-1	WBGene00269055
Bm17914	Bm_v4_ChrX_scaffold_001	3752768	3755907	-1	WBGene00269056
Bm17915	Bm_v4_ChrX_scaffold_001	4127993	4129254	1	WBGene00269057
Bm17916	Bm_v4_ChrX_scaffold_001	4237021	4237457	1	WBGene00269058
Bm17919	Bm_v4_ChrX_scaffold_001	4247577	4248013	-1	WBGene00269061
Bm17921	Bm_v4_ChrX_scaffold_001	4476485	4477886	1	WBGene00269063
Bm17922	Bm_v4_ChrX_scaffold_001	4541226	4541664	1	WBGene00269064
Bm17928	Bm_v4_ChrX_scaffold_001	5170229	5172932	-1	WBGene00269070
Bm17929	Bm_v4_ChrX_scaffold_001	5628243	5630422	-1	WBGene00269071
Bm17930	Bm_v4_ChrX_scaffold_001	5630998	5634809	-1	WBGene00269072
Bm17931	Bm_v4_ChrX_scaffold_001	5872500	5873078	-1	WBGene00269073
Bm17933	Bm_v4_ChrX_scaffold_001	6011358	6011774	1	WBGene00269075
Bm17934	Bm_v4_ChrX_scaffold_001	6210411	6211102	-1	WBGene00269076
Bm17935	Bm_v4_ChrX_scaffold_001	6374520	6375108	-1	WBGene00269077
Bm17937	Bm_v4_ChrX_scaffold_001	7157835	7158693	1	WBGene00269079
Bm17938	Bm_v4_ChrX_scaffold_001	7464527	7465400	-1	WBGene00269080
Bm17940	Bm_v4_ChrX_scaffold_001	8009089	8012910	1	WBGene00269082
Bm17942	Bm_v4_ChrX_scaffold_001	8694198	8708275	-1	WBGene00269084
Bm17943	Bm_v4_ChrX_scaffold_001	8830776	8831705	1	WBGene00269085
Bm17946	Bm_v4_ChrX_scaffold_001	8978711	8980532	1	WBGene00269088
Bm17947	Bm_v4_ChrX_scaffold_001	9054838	9055135	-1	WBGene00269089
Bm17949	Bm_v4_ChrX_scaffold_001	9176148	9176464	-1	WBGene00269091
Bm17955	Bm_v4_ChrX_scaffold_001	9530035	9530879	-1	WBGene00269097
Bm17957	Bm_v4_ChrX_scaffold_001	10057461	10062315	-1	WBGene00269099
Bm17958	Bm_v4_ChrX_scaffold_001	10139347	10140979	1	WBGene00269100
Bm17960	Bm_v4_ChrX_scaffold_001	10366959	10369054	1	WBGene00269102
Bm17961	Bm_v4_ChrX_scaffold_001	10437956	10444824	-1	WBGene00269103
Bm17962	Bm_v4_ChrX_scaffold_001	10585065	10589398	1	WBGene00269104
Bm17963	Bm_v4_ChrX_scaffold_001	10782995	10787193	-1	WBGene00269105
Bm17964	Bm_v4_ChrX_scaffold_001	10880588	10881379	1	WBGene00269106
Bm17965	Bm_v4_ChrX_scaffold_001	10938945	10940309	1	WBGene00269107
Bm17966	Bm_v4_ChrX_scaffold_001	10975777	10982503	1	WBGene00269108
